v1	V(n001)	V(n002)	Id(M1)
Step Information: V2=-500m  (Run: 1/51)
5.999999999999992e-002	6.000000e-002	-2.200000e-001	1.487857e-011
9.999999999999992e-002	1.000000e-001	-2.200000e-001	2.131970e-011
1.399999999999999e-001	1.400000e-001	-2.200000e-001	3.031262e-011
1.799999999999999e-001	1.800000e-001	-2.200000e-001	4.297951e-011
2.200000000000000e-001	2.200000e-001	-2.200000e-001	6.064612e-011
2.600000000000000e-001	2.600000e-001	-2.200000e-001	8.503411e-011
2.999999999999999e-001	3.000000e-001	-2.200000e-001	1.183946e-010
3.399999999999999e-001	3.400000e-001	-2.200000e-001	1.636653e-010
3.799999999999999e-001	3.800000e-001	-2.200000e-001	2.246690e-010
4.199999999999999e-001	4.200000e-001	-2.200000e-001	3.063654e-010
4.599999999999999e-001	4.600000e-001	-2.200000e-001	4.151718e-010
4.999999999999998e-001	5.000000e-001	-2.200000e-001	5.593701e-010
5.399999999999998e-001	5.400000e-001	-2.200000e-001	7.496233e-010
5.799999999999999e-001	5.800000e-001	-2.200000e-001	9.996304e-010
6.199999999999999e-001	6.200000e-001	-2.200000e-001	1.326954e-009
6.599999999999999e-001	6.600000e-001	-2.200000e-001	1.754070e-009
7.000000000000000e-001	7.000000e-001	-2.200000e-001	2.309685e-009
7.400000000000000e-001	7.400000e-001	-2.200000e-001	3.030410e-009
7.800000000000000e-001	7.800000e-001	-2.200000e-001	3.962859e-009
8.200000000000001e-001	8.200000e-001	-2.200000e-001	5.166295e-009
8.600000000000001e-001	8.600000e-001	-2.200000e-001	6.715962e-009
9.000000000000001e-001	9.000000e-001	-2.200000e-001	8.707264e-009
9.400000000000002e-001	9.400000e-001	-2.200000e-001	1.126102e-008
9.800000000000002e-001	9.800000e-001	-2.200000e-001	1.453005e-008
1.020000000000000e+000	1.020000e+000	-2.200000e-001	1.870746e-008
1.060000000000000e+000	1.060000e+000	-2.200000e-001	2.403699e-008
1.100000000000000e+000	1.100000e+000	-2.200000e-001	3.082627e-008
1.140000000000000e+000	1.140000e+000	-2.200000e-001	3.946456e-008
1.180000000000000e+000	1.180000e+000	-2.200000e-001	5.044975e-008
1.220000000000000e+000	1.220000e+000	-2.200000e-001	6.443670e-008
1.260000000000001e+000	1.260000e+000	-2.200000e-001	8.233327e-008
1.300000000000001e+000	1.300000e+000	-2.200000e-001	1.054920e-007
1.340000000000001e+000	1.340000e+000	-2.200000e-001	1.360735e-007
1.380000000000001e+000	1.380000e+000	-2.200000e-001	1.776834e-007
1.420000000000001e+000	1.420000e+000	-2.200000e-001	2.364068e-007
1.460000000000001e+000	1.460000e+000	-2.200000e-001	3.223702e-007
1.500000000000000e+000	1.500000e+000	-2.200000e-001	4.519476e-007
Step Information: V2=-180m  (Run: 9/51)
-5.000000000000000e-001	-5.000000e-001	-1.800000e-001	-8.350200e-005
-4.600000000000000e-001	-4.600000e-001	-1.800000e-001	-3.576322e-005
-4.200000000000000e-001	-4.200000e-001	-1.800000e-001	-1.351233e-005
-3.800000000000001e-001	-3.800000e-001	-1.800000e-001	-4.657488e-006
-3.400000000000001e-001	-3.400000e-001	-1.800000e-001	-1.498224e-006
-3.000000000000001e-001	-3.000000e-001	-1.800000e-001	-4.492230e-007
-2.600000000000001e-001	-2.600000e-001	-1.800000e-001	-1.255631e-007
-2.200000000000001e-001	-2.200000e-001	-1.800000e-001	-3.310476e-008
-1.800000000000001e-001	-1.800000e-001	-1.800000e-001	-8.360322e-009
-1.400000000000001e-001	-1.400000e-001	-1.800000e-001	-2.046227e-009
-1.000000000000001e-001	-1.000000e-001	-1.800000e-001	-4.869485e-010
-6.000000000000009e-002	-6.000000e-002	-1.800000e-001	-1.089034e-010
-2.000000000000009e-002	-2.000000e-002	-1.800000e-001	-1.383010e-011
1.999999999999991e-002	2.000000e-002	-1.800000e-001	1.144753e-011
5.999999999999992e-002	6.000000e-002	-1.800000e-001	1.909286e-011
9.999999999999992e-002	1.000000e-001	-1.800000e-001	2.402513e-011
1.399999999999999e-001	1.400000e-001	-1.800000e-001	3.042141e-011
1.799999999999999e-001	1.800000e-001	-1.800000e-001	3.944122e-011
2.200000000000000e-001	2.200000e-001	-1.800000e-001	5.213752e-011
2.600000000000000e-001	2.600000e-001	-1.800000e-001	6.983139e-011
2.999999999999999e-001	3.000000e-001	-1.800000e-001	9.424481e-011
3.399999999999999e-001	3.400000e-001	-1.800000e-001	1.276294e-010
3.799999999999999e-001	3.800000e-001	-1.800000e-001	1.729235e-010
4.199999999999999e-001	4.200000e-001	-1.800000e-001	2.339498e-010
4.599999999999999e-001	4.600000e-001	-1.800000e-001	3.156684e-010
4.999999999999998e-001	5.000000e-001	-1.800000e-001	4.244967e-010
5.399999999999998e-001	5.400000e-001	-1.800000e-001	5.687165e-010
5.799999999999999e-001	5.800000e-001	-1.800000e-001	7.589910e-010
6.199999999999999e-001	6.200000e-001	-1.800000e-001	1.009019e-009
6.599999999999999e-001	6.600000e-001	-1.800000e-001	1.336364e-009
7.000000000000000e-001	7.000000e-001	-1.800000e-001	1.763500e-009
7.400000000000000e-001	7.400000e-001	-1.800000e-001	2.319136e-009
7.800000000000000e-001	7.800000e-001	-1.800000e-001	3.039882e-009
8.200000000000001e-001	8.200000e-001	-1.800000e-001	3.972351e-009
8.600000000000001e-001	8.600000e-001	-1.800000e-001	5.175807e-009
9.000000000000001e-001	9.000000e-001	-1.800000e-001	6.725494e-009
9.400000000000002e-001	9.400000e-001	-1.800000e-001	8.716817e-009
9.800000000000002e-001	9.800000e-001	-1.800000e-001	1.127059e-008
1.020000000000000e+000	1.020000e+000	-1.800000e-001	1.453965e-008
1.060000000000000e+000	1.060000e+000	-1.800000e-001	1.871707e-008
1.100000000000000e+000	1.100000e+000	-1.800000e-001	2.404663e-008
1.140000000000000e+000	1.140000e+000	-1.800000e-001	3.083593e-008
1.180000000000000e+000	1.180000e+000	-1.800000e-001	3.947423e-008
1.220000000000000e+000	1.220000e+000	-1.800000e-001	5.045944e-008
1.260000000000001e+000	1.260000e+000	-1.800000e-001	6.444641e-008
1.300000000000001e+000	1.300000e+000	-1.800000e-001	8.234300e-008
1.340000000000001e+000	1.340000e+000	-1.800000e-001	1.055018e-007
1.380000000000001e+000	1.380000e+000	-1.800000e-001	1.360833e-007
1.420000000000001e+000	1.420000e+000	-1.800000e-001	1.776932e-007
1.460000000000001e+000	1.460000e+000	-1.800000e-001	2.364168e-007
1.500000000000000e+000	1.500000e+000	-1.800000e-001	3.223803e-007
Step Information: V2=-140m  (Run: 10/51)
-5.000000000000000e-001	-5.000000e-001	-1.400000e-001	-1.402424e-004
-4.600000000000000e-001	-4.600000e-001	-1.400000e-001	-6.795178e-005
-4.200000000000000e-001	-4.200000e-001	-1.400000e-001	-2.853668e-005
-3.800000000000001e-001	-3.800000e-001	-1.400000e-001	-1.058498e-005
-3.400000000000001e-001	-3.400000e-001	-1.400000e-001	-3.600170e-006
-3.000000000000001e-001	-3.000000e-001	-1.400000e-001	-1.142260e-006
-2.600000000000001e-001	-2.600000e-001	-1.400000e-001	-3.371199e-007
-2.200000000000001e-001	-2.200000e-001	-1.400000e-001	-9.285036e-008
-1.800000000000001e-001	-1.800000e-001	-1.400000e-001	-2.419264e-008
-1.400000000000001e-001	-1.400000e-001	-1.400000e-001	-6.050609e-009
-1.000000000000001e-001	-1.000000e-001	-1.400000e-001	-1.462944e-009
-6.000000000000009e-002	-6.000000e-002	-1.400000e-001	-3.332080e-010
-2.000000000000009e-002	-2.000000e-002	-1.400000e-001	-4.759775e-011
1.999999999999991e-002	2.000000e-002	-1.400000e-001	2.555742e-011
5.999999999999992e-002	6.000000e-002	-1.400000e-001	4.222590e-011
9.999999999999992e-002	1.000000e-001	-1.400000e-001	4.717574e-011
1.399999999999999e-001	1.400000e-001	-1.400000e-001	5.197071e-011
1.799999999999999e-001	1.800000e-001	-1.400000e-001	5.844999e-011
2.200000000000000e-001	2.200000e-001	-1.400000e-001	6.756040e-011
2.600000000000000e-001	2.600000e-001	-1.400000e-001	8.034064e-011
2.999999999999999e-001	3.000000e-001	-1.400000e-001	9.811285e-011
3.399999999999999e-001	3.400000e-001	-1.400000e-001	1.226007e-010
3.799999999999999e-001	3.800000e-001	-1.400000e-001	1.560571e-010
4.199999999999999e-001	4.200000e-001	-1.400000e-001	2.014209e-010
4.599999999999999e-001	4.600000e-001	-1.400000e-001	2.625156e-010
4.999999999999998e-001	5.000000e-001	-1.400000e-001	3.443014e-010
5.399999999999998e-001	5.400000e-001	-1.400000e-001	4.531960e-010
5.799999999999999e-001	5.800000e-001	-1.400000e-001	5.974813e-010
6.199999999999999e-001	6.200000e-001	-1.400000e-001	7.878208e-010
6.599999999999999e-001	6.600000e-001	-1.400000e-001	1.037913e-009
7.000000000000000e-001	7.000000e-001	-1.400000e-001	1.365322e-009
7.400000000000000e-001	7.400000e-001	-1.400000e-001	1.792522e-009
7.800000000000000e-001	7.800000e-001	-1.400000e-001	2.348221e-009
8.200000000000001e-001	8.200000e-001	-1.400000e-001	3.069029e-009
8.600000000000001e-001	8.600000e-001	-1.400000e-001	4.001560e-009
9.000000000000001e-001	9.000000e-001	-1.400000e-001	5.205079e-009
9.400000000000002e-001	9.400000e-001	-1.400000e-001	6.754827e-009
9.800000000000002e-001	9.800000e-001	-1.400000e-001	8.746210e-009
1.020000000000000e+000	1.020000e+000	-1.400000e-001	1.130005e-008
1.060000000000000e+000	1.060000e+000	-1.400000e-001	1.456916e-008
1.100000000000000e+000	1.100000e+000	-1.400000e-001	1.874665e-008
1.140000000000000e+000	1.140000e+000	-1.400000e-001	2.407626e-008
1.180000000000000e+000	1.180000e+000	-1.400000e-001	3.086562e-008
1.220000000000000e+000	1.220000e+000	-1.400000e-001	3.950399e-008
1.260000000000001e+000	1.260000e+000	-1.400000e-001	5.048926e-008
1.300000000000001e+000	1.300000e+000	-1.400000e-001	6.447629e-008
1.340000000000001e+000	1.340000e+000	-1.400000e-001	8.237294e-008
1.380000000000001e+000	1.380000e+000	-1.400000e-001	1.055318e-007
1.420000000000001e+000	1.420000e+000	-1.400000e-001	1.361134e-007
1.460000000000001e+000	1.460000e+000	-1.400000e-001	1.777234e-007
1.500000000000000e+000	1.500000e+000	-1.400000e-001	2.364471e-007
Step Information: V2=-100m  (Run: 11/51)
-5.000000000000000e-001	-5.000000e-001	-1.000000e-001	-2.176317e-004
-4.600000000000000e-001	-4.600000e-001	-1.000000e-001	-1.183936e-004
-4.200000000000000e-001	-4.200000e-001	-1.000000e-001	-5.601229e-005
-3.800000000000001e-001	-3.800000e-001	-1.000000e-001	-2.291405e-005
-3.400000000000001e-001	-3.400000e-001	-1.000000e-001	-8.335557e-006
-3.000000000000001e-001	-3.000000e-001	-1.000000e-001	-2.795436e-006
-2.600000000000001e-001	-2.600000e-001	-1.000000e-001	-8.737748e-007
-2.200000000000001e-001	-2.200000e-001	-1.000000e-001	-2.537418e-007
-1.800000000000001e-001	-1.800000e-001	-1.000000e-001	-6.887784e-008
-1.400000000000001e-001	-1.400000e-001	-1.000000e-001	-1.772773e-008
-1.000000000000001e-001	-1.000000e-001	-1.000000e-001	-4.371641e-009
-6.000000000000009e-002	-6.000000e-002	-1.000000e-001	-1.010626e-009
-2.000000000000009e-002	-2.000000e-002	-1.000000e-001	-1.482803e-010
1.999999999999991e-002	2.000000e-002	-1.000000e-001	7.333893e-011
5.999999999999992e-002	6.000000e-002	-1.000000e-001	1.201549e-010
9.999999999999992e-002	1.000000e-001	-1.000000e-001	1.285194e-010
1.399999999999999e-001	1.400000e-001	-1.000000e-001	1.330458e-010
1.799999999999999e-001	1.800000e-001	-1.000000e-001	1.380959e-010
2.200000000000000e-001	2.200000e-001	-1.000000e-001	1.448537e-010
2.600000000000000e-001	2.600000e-001	-1.000000e-001	1.542223e-010
2.999999999999999e-001	3.000000e-001	-1.000000e-001	1.672434e-010
3.399999999999999e-001	3.400000e-001	-1.000000e-001	1.852446e-010
3.799999999999999e-001	3.800000e-001	-1.000000e-001	2.099531e-010
4.199999999999999e-001	4.200000e-001	-1.000000e-001	2.436242e-010
4.599999999999999e-001	4.600000e-001	-1.000000e-001	2.891982e-010
4.999999999999998e-001	5.000000e-001	-1.000000e-001	3.504996e-010
5.399999999999998e-001	5.400000e-001	-1.000000e-001	4.324894e-010
5.799999999999999e-001	5.800000e-001	-1.000000e-001	5.415855e-010
6.199999999999999e-001	6.200000e-001	-1.000000e-001	6.860705e-010
6.599999999999999e-001	6.600000e-001	-1.000000e-001	8.766078e-010
7.000000000000000e-001	7.000000e-001	-1.000000e-001	1.126897e-009
7.400000000000000e-001	7.400000e-001	-1.000000e-001	1.454501e-009
7.800000000000000e-001	7.800000e-001	-1.000000e-001	1.881894e-009
8.200000000000001e-001	8.200000e-001	-1.000000e-001	2.437785e-009
8.600000000000001e-001	8.600000e-001	-1.000000e-001	3.158785e-009
9.000000000000001e-001	9.000000e-001	-1.000000e-001	4.091507e-009
9.400000000000002e-001	9.400000e-001	-1.000000e-001	5.295214e-009
9.800000000000002e-001	9.800000e-001	-1.000000e-001	6.845152e-009
1.020000000000000e+000	1.020000e+000	-1.000000e-001	8.836722e-009
1.060000000000000e+000	1.060000e+000	-1.000000e-001	1.139075e-008
1.100000000000000e+000	1.100000e+000	-1.000000e-001	1.466005e-008
1.140000000000000e+000	1.140000e+000	-1.000000e-001	1.883772e-008
1.180000000000000e+000	1.180000e+000	-1.000000e-001	2.416752e-008
1.220000000000000e+000	1.220000e+000	-1.000000e-001	3.095706e-008
1.260000000000001e+000	1.260000e+000	-1.000000e-001	3.959561e-008
1.300000000000001e+000	1.300000e+000	-1.000000e-001	5.058106e-008
1.340000000000001e+000	1.340000e+000	-1.000000e-001	6.456828e-008
1.380000000000001e+000	1.380000e+000	-1.000000e-001	8.246511e-008
1.420000000000001e+000	1.420000e+000	-1.000000e-001	1.056242e-007
1.460000000000001e+000	1.460000e+000	-1.000000e-001	1.362060e-007
1.500000000000000e+000	1.500000e+000	-1.000000e-001	1.778161e-007
Step Information: V2=-60m  (Run: 12/51)
-5.000000000000000e-001	-5.000000e-001	-6.000000e-002	-3.149012e-004
-4.600000000000000e-001	-4.600000e-001	-6.000000e-002	-1.891271e-004
-4.200000000000000e-001	-4.200000e-001	-6.000000e-002	-1.005707e-004
-3.800000000000001e-001	-3.800000e-001	-6.000000e-002	-4.622111e-005
-3.400000000000001e-001	-3.400000e-001	-6.000000e-002	-1.841818e-005
-3.000000000000001e-001	-3.000000e-001	-6.000000e-002	-6.579191e-006
-2.600000000000001e-001	-2.600000e-001	-6.000000e-002	-2.175563e-006
-2.200000000000001e-001	-2.200000e-001	-6.000000e-002	-6.695329e-007
-1.800000000000001e-001	-1.800000e-001	-6.000000e-002	-1.912908e-007
-1.400000000000001e-001	-1.400000e-001	-6.000000e-002	-5.115602e-008
-1.000000000000001e-001	-1.000000e-001	-6.000000e-002	-1.295191e-008
-6.000000000000009e-002	-6.000000e-002	-6.000000e-002	-3.048747e-009
-2.000000000000009e-002	-2.000000e-002	-6.000000e-002	-4.540433e-010
1.999999999999991e-002	2.000000e-002	-6.000000e-002	2.226835e-010
5.999999999999992e-002	6.000000e-002	-6.000000e-002	3.637035e-010
9.999999999999992e-002	1.000000e-001	-6.000000e-002	3.849366e-010
1.399999999999999e-001	1.400000e-001	-6.000000e-002	3.919901e-010
1.799999999999999e-001	1.800000e-001	-6.000000e-002	3.972974e-010
2.200000000000000e-001	2.200000e-001	-6.000000e-002	4.032018e-010
2.600000000000000e-001	2.600000e-001	-6.000000e-002	4.107517e-010
2.999999999999999e-001	3.000000e-001	-6.000000e-002	4.208595e-010
3.399999999999999e-001	3.400000e-001	-6.000000e-002	4.345833e-010
3.799999999999999e-001	3.800000e-001	-6.000000e-002	4.532617e-010
4.199999999999999e-001	4.200000e-001	-6.000000e-002	4.786290e-010
4.599999999999999e-001	4.600000e-001	-6.000000e-002	5.129451e-010
4.999999999999998e-001	5.000000e-001	-6.000000e-002	5.591536e-010
5.399999999999998e-001	5.400000e-001	-6.000000e-002	6.210809e-010
5.799999999999999e-001	5.800000e-001	-6.000000e-002	7.036894e-010
6.199999999999999e-001	6.200000e-001	-6.000000e-002	8.133982e-010
6.599999999999999e-001	6.600000e-001	-6.000000e-002	9.584906e-010
7.000000000000000e-001	7.000000e-001	-6.000000e-002	1.149631e-009
7.400000000000000e-001	7.400000e-001	-6.000000e-002	1.400518e-009
7.800000000000000e-001	7.800000e-001	-6.000000e-002	1.728716e-009
8.200000000000001e-001	8.200000e-001	-6.000000e-002	2.156701e-009
8.600000000000001e-001	8.600000e-001	-6.000000e-002	2.713179e-009
9.000000000000001e-001	9.000000e-001	-6.000000e-002	3.434763e-009
9.400000000000002e-001	9.400000e-001	-6.000000e-002	4.368066e-009
9.800000000000002e-001	9.800000e-001	-6.000000e-002	5.572353e-009
1.020000000000000e+000	1.020000e+000	-6.000000e-002	7.122865e-009
1.060000000000000e+000	1.060000e+000	-6.000000e-002	9.115009e-009
1.100000000000000e+000	1.100000e+000	-6.000000e-002	1.166960e-008
1.140000000000000e+000	1.140000e+000	-6.000000e-002	1.493947e-008
1.180000000000000e+000	1.180000e+000	-6.000000e-002	1.911771e-008
1.220000000000000e+000	1.220000e+000	-6.000000e-002	2.444807e-008
1.260000000000001e+000	1.260000e+000	-6.000000e-002	3.123818e-008
1.300000000000001e+000	1.300000e+000	-6.000000e-002	3.987729e-008
1.340000000000001e+000	1.340000e+000	-6.000000e-002	5.086329e-008
1.380000000000001e+000	1.380000e+000	-6.000000e-002	6.485106e-008
1.420000000000001e+000	1.420000e+000	-6.000000e-002	8.274846e-008
1.460000000000001e+000	1.460000e+000	-6.000000e-002	1.059081e-007
1.500000000000000e+000	1.500000e+000	-6.000000e-002	1.364905e-007
Step Information: V2=-20m  (Run: 13/51)
-5.000000000000000e-001	-5.000000e-001	-2.000000e-002	-4.300459e-004
-4.600000000000000e-001	-4.600000e-001	-2.000000e-002	-2.799057e-004
-4.200000000000000e-001	-4.200000e-001	-2.000000e-002	-1.648938e-004
-3.800000000000001e-001	-3.800000e-001	-2.000000e-002	-8.533814e-005
-3.400000000000001e-001	-3.400000e-001	-2.000000e-002	-3.807843e-005
-3.000000000000001e-001	-3.000000e-001	-2.000000e-002	-1.480392e-005
-2.600000000000001e-001	-2.600000e-001	-2.000000e-002	-5.200551e-006
-2.200000000000001e-001	-2.200000e-001	-2.000000e-002	-1.695463e-006
-1.800000000000001e-001	-1.800000e-001	-2.000000e-002	-5.134285e-007
-1.400000000000001e-001	-1.400000e-001	-2.000000e-002	-1.442183e-007
-1.000000000000001e-001	-1.000000e-001	-2.000000e-002	-3.783966e-008
-6.000000000000009e-002	-6.000000e-002	-2.000000e-002	-9.125237e-009
-2.000000000000009e-002	-2.000000e-002	-2.000000e-002	-1.381791e-009
1.999999999999991e-002	2.000000e-002	-2.000000e-002	6.809037e-010
5.999999999999992e-002	6.000000e-002	-2.000000e-002	1.111157e-009
9.999999999999992e-002	1.000000e-001	-2.000000e-002	1.173412e-009
1.399999999999999e-001	1.400000e-001	-2.000000e-002	1.190571e-009
1.799999999999999e-001	1.800000e-001	-2.000000e-002	1.200000e-009
2.200000000000000e-001	2.200000e-001	-2.000000e-002	1.207917e-009
2.600000000000000e-001	2.600000e-001	-2.000000e-002	1.216241e-009
2.999999999999999e-001	3.000000e-001	-2.000000e-002	1.226051e-009
3.399999999999999e-001	3.400000e-001	-2.000000e-002	1.238307e-009
3.799999999999999e-001	3.800000e-001	-2.000000e-002	1.254101e-009
4.199999999999999e-001	4.200000e-001	-2.000000e-002	1.274794e-009
4.599999999999999e-001	4.600000e-001	-2.000000e-002	1.302134e-009
4.999999999999998e-001	5.000000e-001	-2.000000e-002	1.338390e-009
5.399999999999998e-001	5.400000e-001	-2.000000e-002	1.386512e-009
5.799999999999999e-001	5.800000e-001	-2.000000e-002	1.450331e-009
6.199999999999999e-001	6.200000e-001	-2.000000e-002	1.534813e-009
6.599999999999999e-001	6.600000e-001	-2.000000e-002	1.646379e-009
7.000000000000000e-001	7.000000e-001	-2.000000e-002	1.793315e-009
7.400000000000000e-001	7.400000e-001	-2.000000e-002	1.986284e-009
7.800000000000000e-001	7.800000e-001	-2.000000e-002	2.238990e-009
8.200000000000001e-001	8.200000e-001	-2.000000e-002	2.568995e-009
8.600000000000001e-001	8.600000e-001	-2.000000e-002	2.998776e-009
9.000000000000001e-001	9.000000e-001	-2.000000e-002	3.557042e-009
9.400000000000002e-001	9.400000e-001	-2.000000e-002	4.280403e-009
9.800000000000002e-001	9.800000e-001	-2.000000e-002	5.215475e-009
1.020000000000000e+000	1.020000e+000	-2.000000e-002	6.421522e-009
1.060000000000000e+000	1.060000e+000	-2.000000e-002	7.973786e-009
1.100000000000000e+000	1.100000e+000	-2.000000e-002	9.967674e-009
1.140000000000000e+000	1.140000e+000	-2.000000e-002	1.252400e-008
1.180000000000000e+000	1.180000e+000	-2.000000e-002	1.579560e-008
1.220000000000000e+000	1.220000e+000	-2.000000e-002	1.997556e-008
1.260000000000001e+000	1.260000e+000	-2.000000e-002	2.530764e-008
1.300000000000001e+000	1.300000e+000	-2.000000e-002	3.209946e-008
1.340000000000001e+000	1.340000e+000	-2.000000e-002	4.074027e-008
1.380000000000001e+000	1.380000e+000	-2.000000e-002	5.172798e-008
1.420000000000001e+000	1.420000e+000	-2.000000e-002	6.571747e-008
1.460000000000001e+000	1.460000e+000	-2.000000e-002	8.361659e-008
1.500000000000000e+000	1.500000e+000	-2.000000e-002	1.067780e-007
Step Information: V2=20m  (Run: 14/51)
-5.000000000000000e-001	-5.000000e-001	2.000000e-002	-5.607044e-004
-4.600000000000000e-001	-4.600000e-001	2.000000e-002	-3.889846e-004
-4.200000000000000e-001	-4.200000e-001	2.000000e-002	-2.492976e-004
-3.800000000000001e-001	-3.800000e-001	2.000000e-002	-1.435293e-004
-3.400000000000001e-001	-3.400000e-001	2.000000e-002	-7.221026e-005
-3.000000000000001e-001	-3.000000e-001	2.000000e-002	-3.130527e-005
-2.600000000000001e-001	-2.600000e-001	2.000000e-002	-1.189779e-005
-2.200000000000001e-001	-2.200000e-001	2.000000e-002	-4.115209e-006
-1.800000000000001e-001	-1.800000e-001	2.000000e-002	-1.322066e-006
-1.400000000000001e-001	-1.400000e-001	2.000000e-002	-3.934432e-007
-1.000000000000001e-001	-1.000000e-001	2.000000e-002	-1.081779e-007
-6.000000000000009e-002	-6.000000e-002	2.000000e-002	-2.696538e-008
-2.000000000000009e-002	-2.000000e-002	2.000000e-002	-4.174885e-009
1.999999999999991e-002	2.000000e-002	2.000000e-002	2.074147e-009
5.999999999999992e-002	6.000000e-002	2.000000e-002	3.384275e-009
9.999999999999992e-002	1.000000e-001	2.000000e-002	3.572373e-009
1.399999999999999e-001	1.400000e-001	2.000000e-002	3.621901e-009
1.799999999999999e-001	1.800000e-001	2.000000e-002	3.646216e-009
2.200000000000000e-001	2.200000e-001	2.000000e-002	3.663555e-009
2.600000000000000e-001	2.600000e-001	2.000000e-002	3.678819e-009
2.999999999999999e-001	3.000000e-001	2.000000e-002	3.694008e-009
3.399999999999999e-001	3.400000e-001	2.000000e-002	3.710343e-009
3.799999999999999e-001	3.800000e-001	2.000000e-002	3.728889e-009
4.199999999999999e-001	4.200000e-001	2.000000e-002	3.750804e-009
4.599999999999999e-001	4.600000e-001	2.000000e-002	3.777490e-009
4.999999999999998e-001	5.000000e-001	2.000000e-002	3.810724e-009
5.399999999999998e-001	5.400000e-001	2.000000e-002	3.852795e-009
5.799999999999999e-001	5.800000e-001	2.000000e-002	3.906666e-009
6.199999999999999e-001	6.200000e-001	2.000000e-002	3.976178e-009
6.599999999999999e-001	6.600000e-001	2.000000e-002	4.066303e-009
7.000000000000000e-001	7.000000e-001	2.000000e-002	4.183469e-009
7.400000000000000e-001	7.400000e-001	2.000000e-002	4.335964e-009
7.800000000000000e-001	7.800000e-001	2.000000e-002	4.534458e-009
8.200000000000001e-001	8.200000e-001	2.000000e-002	4.792654e-009
8.600000000000001e-001	8.600000e-001	2.000000e-002	5.128118e-009
9.000000000000001e-001	9.000000e-001	2.000000e-002	5.563328e-009
9.400000000000002e-001	9.400000e-001	2.000000e-002	6.126995e-009
9.800000000000002e-001	9.800000e-001	2.000000e-002	6.855731e-009
1.020000000000000e+000	1.020000e+000	2.000000e-002	7.796150e-009
1.060000000000000e+000	1.060000e+000	2.000000e-002	9.007521e-009
1.100000000000000e+000	1.100000e+000	2.000000e-002	1.056508e-008
1.140000000000000e+000	1.140000e+000	2.000000e-002	1.256425e-008
1.180000000000000e+000	1.180000e+000	2.000000e-002	1.512583e-008
1.220000000000000e+000	1.220000e+000	2.000000e-002	1.840266e-008
1.260000000000001e+000	1.260000e+000	2.000000e-002	2.258784e-008
1.300000000000001e+000	1.300000e+000	2.000000e-002	2.792511e-008
1.340000000000001e+000	1.340000e+000	2.000000e-002	3.472212e-008
1.380000000000001e+000	1.380000e+000	2.000000e-002	4.336812e-008
1.420000000000001e+000	1.420000e+000	2.000000e-002	5.436103e-008
1.460000000000001e+000	1.460000e+000	2.000000e-002	6.835575e-008
1.500000000000000e+000	1.500000e+000	2.000000e-002	8.626016e-008
Step Information: V2=60m  (Run: 15/51)
-5.000000000000000e-001	-5.000000e-001	6.000000e-002	-7.046524e-004
-4.600000000000000e-001	-4.600000e-001	6.000000e-002	-5.140604e-004
-4.200000000000000e-001	-4.200000e-001	6.000000e-002	-3.523455e-004
-3.800000000000001e-001	-3.800000e-001	6.000000e-002	-2.216969e-004
-3.400000000000001e-001	-3.400000e-001	6.000000e-002	-1.245741e-004
-3.000000000000001e-001	-3.000000e-001	6.000000e-002	-6.091095e-005
-2.600000000000001e-001	-2.600000e-001	6.000000e-002	-2.568663e-005
-2.200000000000001e-001	-2.200000e-001	6.000000e-002	-9.561531e-006
-1.800000000000001e-001	-1.800000e-001	6.000000e-002	-3.257933e-006
-1.400000000000001e-001	-1.400000e-001	6.000000e-002	-1.029900e-006
-1.000000000000001e-001	-1.000000e-001	6.000000e-002	-2.997210e-007
-6.000000000000009e-002	-6.000000e-002	6.000000e-002	-7.809070e-008
-2.000000000000009e-002	-2.000000e-002	6.000000e-002	-1.246536e-008
1.999999999999991e-002	2.000000e-002	6.000000e-002	6.263975e-009
5.999999999999992e-002	6.000000e-002	6.000000e-002	1.022209e-008
9.999999999999992e-002	1.000000e-001	6.000000e-002	1.078972e-008
1.399999999999999e-001	1.400000e-001	6.000000e-002	1.093778e-008
1.799999999999999e-001	1.800000e-001	6.000000e-002	1.100851e-008
2.200000000000000e-001	2.200000e-001	6.000000e-002	1.105652e-008
2.600000000000000e-001	2.600000e-001	6.000000e-002	1.109591e-008
2.999999999999999e-001	3.000000e-001	6.000000e-002	1.113180e-008
3.399999999999999e-001	3.400000e-001	6.000000e-002	1.116660e-008
3.799999999999999e-001	3.800000e-001	6.000000e-002	1.120184e-008
4.199999999999999e-001	4.200000e-001	6.000000e-002	1.123879e-008
4.599999999999999e-001	4.600000e-001	6.000000e-002	1.127872e-008
4.999999999999998e-001	5.000000e-001	6.000000e-002	1.132313e-008
5.399999999999998e-001	5.400000e-001	6.000000e-002	1.137384e-008
5.799999999999999e-001	5.800000e-001	6.000000e-002	1.143320e-008
6.199999999999999e-001	6.200000e-001	6.000000e-002	1.150418e-008
6.599999999999999e-001	6.600000e-001	6.000000e-002	1.159066e-008
7.000000000000000e-001	7.000000e-001	6.000000e-002	1.169762e-008
7.400000000000000e-001	7.400000e-001	6.000000e-002	1.183150e-008
7.800000000000000e-001	7.800000e-001	6.000000e-002	1.200061e-008
8.200000000000001e-001	8.200000e-001	6.000000e-002	1.221561e-008
8.600000000000001e-001	8.600000e-001	6.000000e-002	1.249022e-008
