v1	V(n001)	I(D1)
4.130999999999727e-001	4.131000e-001	2.292466e-005
4.131999999999726e-001	4.132000e-001	2.297529e-005
4.132999999999726e-001	4.133000e-001	2.302604e-005
4.133999999999726e-001	4.134000e-001	2.307690e-005
4.134999999999726e-001	4.135000e-001	2.312787e-005
4.135999999999726e-001	4.136000e-001	2.317896e-005
4.136999999999726e-001	4.137000e-001	2.323016e-005
4.137999999999726e-001	4.138000e-001	2.328147e-005
4.138999999999726e-001	4.139000e-001	2.333289e-005
4.139999999999726e-001	4.140000e-001	2.338443e-005
4.140999999999726e-001	4.141000e-001	2.343608e-005
4.141999999999725e-001	4.142000e-001	2.348784e-005
4.142999999999725e-001	4.143000e-001	2.353972e-005
4.143999999999725e-001	4.144000e-001	2.359172e-005
4.144999999999725e-001	4.145000e-001	2.364383e-005
4.145999999999725e-001	4.146000e-001	2.369605e-005
4.146999999999725e-001	4.147000e-001	2.374839e-005
4.147999999999725e-001	4.148000e-001	2.380084e-005
4.148999999999725e-001	4.149000e-001	2.385341e-005
4.149999999999725e-001	4.150000e-001	2.390610e-005
4.150999999999724e-001	4.151000e-001	2.395890e-005
4.151999999999724e-001	4.152000e-001	2.401182e-005
4.152999999999724e-001	4.153000e-001	2.406486e-005
4.153999999999724e-001	4.154000e-001	2.411801e-005
4.154999999999724e-001	4.155000e-001	2.417128e-005
4.155999999999724e-001	4.156000e-001	2.422467e-005
4.156999999999724e-001	4.157000e-001	2.427818e-005
4.157999999999724e-001	4.158000e-001	2.433180e-005
4.158999999999724e-001	4.159000e-001	2.438554e-005
4.159999999999723e-001	4.160000e-001	2.443941e-005
4.160999999999723e-001	4.161000e-001	2.449339e-005
4.161999999999723e-001	4.162000e-001	2.454749e-005
4.162999999999723e-001	4.163000e-001	2.460170e-005
4.163999999999723e-001	4.164000e-001	2.465604e-005
4.164999999999723e-001	4.165000e-001	2.471050e-005
4.165999999999723e-001	4.166000e-001	2.476508e-005
4.166999999999723e-001	4.167000e-001	2.481978e-005
4.167999999999723e-001	4.168000e-001	2.487460e-005
4.168999999999722e-001	4.169000e-001	2.492954e-005
4.169999999999722e-001	4.170000e-001	2.498460e-005
4.170999999999722e-001	4.171000e-001	2.503979e-005
4.171999999999722e-001	4.172000e-001	2.509509e-005
4.172999999999722e-001	4.173000e-001	2.515052e-005
4.173999999999722e-001	4.174000e-001	2.520607e-005
4.174999999999722e-001	4.175000e-001	2.526174e-005
4.175999999999722e-001	4.176000e-001	2.531754e-005
4.176999999999722e-001	4.177000e-001	2.537346e-005
4.177999999999721e-001	4.178000e-001	2.542950e-005
4.178999999999721e-001	4.179000e-001	2.548567e-005
4.179999999999721e-001	4.180000e-001	2.554196e-005
4.180999999999721e-001	4.181000e-001	2.559837e-005
4.181999999999721e-001	4.182000e-001	2.565491e-005
4.182999999999721e-001	4.183000e-001	2.571158e-005
4.183999999999721e-001	4.184000e-001	2.576837e-005
4.184999999999721e-001	4.185000e-001	2.582528e-005
4.185999999999721e-001	4.186000e-001	2.588232e-005
4.186999999999720e-001	4.187000e-001	2.593949e-005
4.187999999999720e-001	4.188000e-001	2.599678e-005
4.188999999999720e-001	4.189000e-001	2.605420e-005
4.189999999999720e-001	4.190000e-001	2.611174e-005
4.190999999999720e-001	4.191000e-001	2.616941e-005
4.191999999999720e-001	4.192000e-001	2.622722e-005
4.192999999999720e-001	4.193000e-001	2.628514e-005
4.193999999999720e-001	4.194000e-001	2.634320e-005
4.194999999999720e-001	4.195000e-001	2.640138e-005
4.195999999999719e-001	4.196000e-001	2.645969e-005
4.196999999999719e-001	4.197000e-001	2.651813e-005
4.197999999999719e-001	4.198000e-001	2.657670e-005
4.198999999999719e-001	4.199000e-001	2.663540e-005
4.199999999999719e-001	4.200000e-001	2.669423e-005
4.200999999999719e-001	4.201000e-001	2.675319e-005
4.201999999999719e-001	4.202000e-001	2.681228e-005
4.202999999999719e-001	4.203000e-001	2.687150e-005
4.203999999999719e-001	4.204000e-001	2.693085e-005
4.204999999999718e-001	4.205000e-001	2.699033e-005
4.205999999999718e-001	4.206000e-001	2.704994e-005
4.206999999999718e-001	4.207000e-001	2.710969e-005
4.207999999999718e-001	4.208000e-001	2.716956e-005
4.208999999999718e-001	4.209000e-001	2.722957e-005
4.209999999999718e-001	4.210000e-001	2.728971e-005
4.210999999999718e-001	4.211000e-001	2.734998e-005
4.211999999999718e-001	4.212000e-001	2.741039e-005
4.212999999999718e-001	4.213000e-001	2.747093e-005
4.213999999999717e-001	4.214000e-001	2.753160e-005
4.214999999999717e-001	4.215000e-001	2.759241e-005
4.215999999999717e-001	4.216000e-001	2.765335e-005
4.216999999999717e-001	4.217000e-001	2.771442e-005
4.217999999999717e-001	4.218000e-001	2.777564e-005
4.218999999999717e-001	4.219000e-001	2.783698e-005
4.219999999999717e-001	4.220000e-001	2.789846e-005
4.220999999999717e-001	4.221000e-001	2.796008e-005
4.221999999999717e-001	4.222000e-001	2.802183e-005
4.222999999999716e-001	4.223000e-001	2.808372e-005
4.223999999999716e-001	4.224000e-001	2.814575e-005
4.224999999999716e-001	4.225000e-001	2.820791e-005
4.225999999999716e-001	4.226000e-001	2.827021e-005
4.226999999999716e-001	4.227000e-001	2.833265e-005
4.227999999999716e-001	4.228000e-001	2.839522e-005
4.228999999999716e-001	4.229000e-001	2.845794e-005
4.229999999999716e-001	4.230000e-001	2.852079e-005
4.230999999999716e-001	4.231000e-001	2.858378e-005
4.231999999999715e-001	4.232000e-001	2.864691e-005
4.232999999999715e-001	4.233000e-001	2.871018e-005
4.233999999999715e-001	4.234000e-001	2.877359e-005
4.234999999999715e-001	4.235000e-001	2.883714e-005
4.235999999999715e-001	4.236000e-001	2.890083e-005
4.236999999999715e-001	4.237000e-001	2.896466e-005
4.237999999999715e-001	4.238000e-001	2.902863e-005
4.238999999999715e-001	4.239000e-001	2.909274e-005
4.239999999999715e-001	4.240000e-001	2.915699e-005
4.240999999999714e-001	4.241000e-001	2.922139e-005
4.241999999999714e-001	4.242000e-001	2.928593e-005
4.242999999999714e-001	4.243000e-001	2.935061e-005
4.243999999999714e-001	4.244000e-001	2.941543e-005
4.244999999999714e-001	4.245000e-001	2.948040e-005
4.245999999999714e-001	4.246000e-001	2.954550e-005
4.246999999999714e-001	4.247000e-001	2.961076e-005
4.247999999999714e-001	4.248000e-001	2.967616e-005
4.248999999999714e-001	4.249000e-001	2.974170e-005
4.249999999999714e-001	4.250000e-001	2.980738e-005
4.250999999999713e-001	4.251000e-001	2.987321e-005
4.251999999999713e-001	4.252000e-001	2.993919e-005
4.252999999999713e-001	4.253000e-001	3.000531e-005
4.253999999999713e-001	4.254000e-001	3.007158e-005
4.254999999999713e-001	4.255000e-001	3.013800e-005
4.255999999999713e-001	4.256000e-001	3.020456e-005
4.256999999999713e-001	4.257000e-001	3.027126e-005
4.257999999999713e-001	4.258000e-001	3.033812e-005
4.258999999999713e-001	4.259000e-001	3.040512e-005
4.259999999999712e-001	4.260000e-001	3.047227e-005
4.260999999999712e-001	4.261000e-001	3.053957e-005
4.261999999999712e-001	4.262000e-001	3.060702e-005
4.262999999999712e-001	4.263000e-001	3.067462e-005
4.263999999999712e-001	4.264000e-001	3.074236e-005
4.264999999999712e-001	4.265000e-001	3.081026e-005
4.265999999999712e-001	4.266000e-001	3.087830e-005
4.266999999999712e-001	4.267000e-001	3.094650e-005
4.267999999999712e-001	4.268000e-001	3.101484e-005
4.268999999999711e-001	4.269000e-001	3.108334e-005
4.269999999999711e-001	4.270000e-001	3.115199e-005
4.270999999999711e-001	4.271000e-001	3.122078e-005
4.271999999999711e-001	4.272000e-001	3.128974e-005
4.272999999999711e-001	4.273000e-001	3.135884e-005
4.273999999999711e-001	4.274000e-001	3.142810e-005
4.274999999999711e-001	4.275000e-001	3.149750e-005
4.275999999999711e-001	4.276000e-001	3.156707e-005
4.276999999999711e-001	4.277000e-001	3.163678e-005
4.277999999999710e-001	4.278000e-001	3.170665e-005
4.278999999999710e-001	4.279000e-001	3.177668e-005
4.279999999999710e-001	4.280000e-001	3.184686e-005
4.280999999999710e-001	4.281000e-001	3.191719e-005
4.281999999999710e-001	4.282000e-001	3.198767e-005
4.282999999999710e-001	4.283000e-001	3.205832e-005
4.283999999999710e-001	4.284000e-001	3.212912e-005
4.284999999999710e-001	4.285000e-001	3.220008e-005
4.285999999999710e-001	4.286000e-001	3.227119e-005
4.286999999999709e-001	4.287000e-001	3.234246e-005
4.287999999999709e-001	4.288000e-001	3.241389e-005
4.288999999999709e-001	4.289000e-001	3.248547e-005
4.289999999999709e-001	4.290000e-001	3.255721e-005
4.290999999999709e-001	4.291000e-001	3.262912e-005
4.291999999999709e-001	4.292000e-001	3.270118e-005
4.292999999999709e-001	4.293000e-001	3.277339e-005
4.293999999999709e-001	4.294000e-001	3.284577e-005
4.294999999999709e-001	4.295000e-001	3.291831e-005
4.295999999999708e-001	4.296000e-001	3.299101e-005
4.296999999999708e-001	4.297000e-001	3.306387e-005
4.297999999999708e-001	4.298000e-001	3.313689e-005
4.298999999999708e-001	4.299000e-001	3.321007e-005
4.299999999999708e-001	4.300000e-001	3.328341e-005
4.300999999999708e-001	4.301000e-001	3.335692e-005
4.301999999999708e-001	4.302000e-001	3.343058e-005
4.302999999999708e-001	4.303000e-001	3.350441e-005
4.303999999999708e-001	4.304000e-001	3.357840e-005
4.304999999999707e-001	4.305000e-001	3.365256e-005
4.305999999999707e-001	4.306000e-001	3.372688e-005
4.306999999999707e-001	4.307000e-001	3.380136e-005
4.307999999999707e-001	4.308000e-001	3.387601e-005
4.308999999999707e-001	4.309000e-001	3.395082e-005
4.309999999999707e-001	4.310000e-001	3.402580e-005
4.310999999999707e-001	4.311000e-001	3.410094e-005
4.311999999999707e-001	4.312000e-001	3.417625e-005
4.312999999999707e-001	4.313000e-001	3.425173e-005
4.313999999999706e-001	4.314000e-001	3.432737e-005
4.314999999999706e-001	4.315000e-001	3.440318e-005
4.315999999999706e-001	4.316000e-001	3.447915e-005
4.316999999999706e-001	4.317000e-001	3.455529e-005
4.317999999999706e-001	4.318000e-001	3.463161e-005
4.318999999999706e-001	4.319000e-001	3.470809e-005
4.319999999999706e-001	4.320000e-001	3.478474e-005
4.320999999999706e-001	4.321000e-001	3.486155e-005
4.321999999999706e-001	4.322000e-001	3.493854e-005
4.322999999999705e-001	4.323000e-001	3.501570e-005
4.323999999999705e-001	4.324000e-001	3.509303e-005
4.324999999999705e-001	4.325000e-001	3.517053e-005
4.325999999999705e-001	4.326000e-001	3.524819e-005
4.326999999999705e-001	4.327000e-001	3.532604e-005
4.327999999999705e-001	4.328000e-001	3.540405e-005
4.328999999999705e-001	4.329000e-001	3.548224e-005
4.329999999999705e-001	4.330000e-001	3.556060e-005
4.330999999999705e-001	4.331000e-001	3.563912e-005
4.331999999999704e-001	4.332000e-001	3.571783e-005
4.332999999999704e-001	4.333000e-001	3.579671e-005
4.333999999999704e-001	4.334000e-001	3.587576e-005
4.334999999999704e-001	4.335000e-001	3.595498e-005
4.335999999999704e-001	4.336000e-001	3.603438e-005
4.336999999999704e-001	4.337000e-001	3.611396e-005
4.337999999999704e-001	4.338000e-001	3.619371e-005
4.338999999999704e-001	4.339000e-001	3.627364e-005
4.339999999999704e-001	4.340000e-001	3.635375e-005
4.340999999999703e-001	4.341000e-001	3.643403e-005
4.341999999999703e-001	4.342000e-001	3.651449e-005
4.342999999999703e-001	4.343000e-001	3.659512e-005
4.343999999999703e-001	4.344000e-001	3.667594e-005
4.344999999999703e-001	4.345000e-001	3.675693e-005
4.345999999999703e-001	4.346000e-001	3.683810e-005
4.346999999999703e-001	4.347000e-001	3.691945e-005
4.347999999999703e-001	4.348000e-001	3.700098e-005
4.348999999999703e-001	4.349000e-001	3.708269e-005
4.349999999999702e-001	4.350000e-001	3.716458e-005
4.350999999999702e-001	4.351000e-001	3.724665e-005
4.351999999999702e-001	4.352000e-001	3.732890e-005
4.352999999999702e-001	4.353000e-001	3.741134e-005
4.353999999999702e-001	4.354000e-001	3.749395e-005
4.354999999999702e-001	4.355000e-001	3.757675e-005
4.355999999999702e-001	4.356000e-001	3.765973e-005
4.356999999999702e-001	4.357000e-001	3.774290e-005
4.357999999999702e-001	4.358000e-001	3.782624e-005
4.358999999999701e-001	4.359000e-001	3.790977e-005
4.359999999999701e-001	4.360000e-001	3.799349e-005
4.360999999999701e-001	4.361000e-001	3.807739e-005
4.361999999999701e-001	4.362000e-001	3.816147e-005
4.362999999999701e-001	4.363000e-001	3.824575e-005
4.363999999999701e-001	4.364000e-001	3.833020e-005
4.364999999999701e-001	4.365000e-001	3.841485e-005
4.365999999999701e-001	4.366000e-001	3.849968e-005
4.366999999999701e-001	4.367000e-001	3.858469e-005
4.367999999999701e-001	4.368000e-001	3.866990e-005
4.368999999999700e-001	4.369000e-001	3.875529e-005
4.369999999999700e-001	4.370000e-001	3.884088e-005
4.370999999999700e-001	4.371000e-001	3.892665e-005
4.371999999999700e-001	4.372000e-001	3.901261e-005
4.372999999999700e-001	4.373000e-001	3.909876e-005
4.373999999999700e-001	4.374000e-001	3.918510e-005
4.374999999999700e-001	4.375000e-001	3.927162e-005
4.375999999999700e-001	4.376000e-001	3.935835e-005
4.376999999999700e-001	4.377000e-001	3.944526e-005
4.377999999999699e-001	4.378000e-001	3.953237e-005
4.378999999999699e-001	4.379000e-001	3.961966e-005
4.379999999999699e-001	4.380000e-001	3.970715e-005
4.380999999999699e-001	4.381000e-001	3.979484e-005
4.381999999999699e-001	4.382000e-001	3.988271e-005
4.382999999999699e-001	4.383000e-001	3.997078e-005
4.383999999999699e-001	4.384000e-001	4.005904e-005
4.384999999999699e-001	4.385000e-001	4.014750e-005
4.385999999999699e-001	4.386000e-001	4.023616e-005
4.386999999999698e-001	4.387000e-001	4.032501e-005
4.387999999999698e-001	4.388000e-001	4.041406e-005
4.388999999999698e-001	4.389000e-001	4.050330e-005
4.389999999999698e-001	4.390000e-001	4.059273e-005
4.390999999999698e-001	4.391000e-001	4.068237e-005
4.391999999999698e-001	4.392000e-001	4.077221e-005
4.392999999999698e-001	4.393000e-001	4.086224e-005
4.393999999999698e-001	4.394000e-001	4.095247e-005
4.394999999999698e-001	4.395000e-001	4.104290e-005
4.395999999999697e-001	4.396000e-001	4.113353e-005
4.396999999999697e-001	4.397000e-001	4.122436e-005
4.397999999999697e-001	4.398000e-001	4.131539e-005
4.398999999999697e-001	4.399000e-001	4.140663e-005
4.399999999999697e-001	4.400000e-001	4.149806e-005
4.400999999999697e-001	4.401000e-001	4.158969e-005
4.401999999999697e-001	4.402000e-001	4.168153e-005
4.402999999999697e-001	4.403000e-001	4.177357e-005
4.403999999999697e-001	4.404000e-001	4.186582e-005
4.404999999999696e-001	4.405000e-001	4.195826e-005
4.405999999999696e-001	4.406000e-001	4.205091e-005
4.406999999999696e-001	4.407000e-001	4.214377e-005
4.407999999999696e-001	4.408000e-001	4.223683e-005
4.408999999999696e-001	4.409000e-001	4.233009e-005
4.409999999999696e-001	4.410000e-001	4.242357e-005
4.410999999999696e-001	4.411000e-001	4.251724e-005
4.411999999999696e-001	4.412000e-001	4.261113e-005
4.412999999999696e-001	4.413000e-001	4.270522e-005
4.413999999999695e-001	4.414000e-001	4.279952e-005
4.414999999999695e-001	4.415000e-001	4.289402e-005
4.415999999999695e-001	4.416000e-001	4.298874e-005
4.416999999999695e-001	4.417000e-001	4.308366e-005
4.417999999999695e-001	4.418000e-001	4.317880e-005
4.418999999999695e-001	4.419000e-001	4.327414e-005
4.419999999999695e-001	4.420000e-001	4.336970e-005
4.420999999999695e-001	4.421000e-001	4.346546e-005
4.421999999999695e-001	4.422000e-001	4.356144e-005
4.422999999999694e-001	4.423000e-001	4.365763e-005
4.423999999999694e-001	4.424000e-001	4.375403e-005
4.424999999999694e-001	4.425000e-001	4.385064e-005
4.425999999999694e-001	4.426000e-001	4.394747e-005
4.426999999999694e-001	4.427000e-001	4.404451e-005
4.427999999999694e-001	4.428000e-001	4.414176e-005
4.428999999999694e-001	4.429000e-001	4.423923e-005
4.429999999999694e-001	4.430000e-001	4.433692e-005
4.430999999999694e-001	4.431000e-001	4.443482e-005
4.431999999999693e-001	4.432000e-001	4.453293e-005
4.432999999999693e-001	4.433000e-001	4.463127e-005
4.433999999999693e-001	4.434000e-001	4.472982e-005
4.434999999999693e-001	4.435000e-001	4.482858e-005
4.435999999999693e-001	4.436000e-001	4.492756e-005
4.436999999999693e-001	4.437000e-001	4.502677e-005
4.437999999999693e-001	4.438000e-001	4.512619e-005
4.438999999999693e-001	4.439000e-001	4.522583e-005
4.439999999999693e-001	4.440000e-001	4.532569e-005
4.440999999999692e-001	4.441000e-001	4.542578e-005
4.441999999999692e-001	4.442000e-001	4.552608e-005
4.442999999999692e-001	4.443000e-001	4.562660e-005
4.443999999999692e-001	4.444000e-001	4.572735e-005
4.444999999999692e-001	4.445000e-001	4.582832e-005
4.445999999999692e-001	4.446000e-001	4.592951e-005
4.446999999999692e-001	4.447000e-001	4.603092e-005
4.447999999999692e-001	4.448000e-001	4.613256e-005
4.448999999999692e-001	4.449000e-001	4.623442e-005
4.449999999999691e-001	4.450000e-001	4.633651e-005
4.450999999999691e-001	4.451000e-001	4.643882e-005
4.451999999999691e-001	4.452000e-001	4.654136e-005
4.452999999999691e-001	4.453000e-001	4.664412e-005
4.453999999999691e-001	4.454000e-001	4.674711e-005
4.454999999999691e-001	4.455000e-001	4.685033e-005
4.455999999999691e-001	4.456000e-001	4.695378e-005
4.456999999999691e-001	4.457000e-001	4.705745e-005
4.457999999999691e-001	4.458000e-001	4.716136e-005
4.458999999999690e-001	4.459000e-001	4.726549e-005
4.459999999999690e-001	4.460000e-001	4.736985e-005
4.460999999999690e-001	4.461000e-001	4.747444e-005
4.461999999999690e-001	4.462000e-001	4.757927e-005
4.462999999999690e-001	4.463000e-001	4.768432e-005
4.463999999999690e-001	4.464000e-001	4.778961e-005
4.464999999999690e-001	4.465000e-001	4.789513e-005
4.465999999999690e-001	4.466000e-001	4.800087e-005
4.466999999999690e-001	4.467000e-001	4.810686e-005
4.467999999999689e-001	4.468000e-001	4.821308e-005
4.468999999999689e-001	4.469000e-001	4.831953e-005
4.469999999999689e-001	4.470000e-001	4.842622e-005
4.470999999999689e-001	4.471000e-001	4.853314e-005
4.471999999999689e-001	4.472000e-001	4.864030e-005
4.472999999999689e-001	4.473000e-001	4.874770e-005
4.473999999999689e-001	4.474000e-001	4.885533e-005
4.474999999999689e-001	4.475000e-001	4.896320e-005
4.475999999999689e-001	4.476000e-001	4.907131e-005
4.476999999999689e-001	4.477000e-001	4.917966e-005
4.477999999999688e-001	4.478000e-001	4.928824e-005
4.478999999999688e-001	4.479000e-001	4.939707e-005
4.479999999999688e-001	4.480000e-001	4.950613e-005
4.480999999999688e-001	4.481000e-001	4.961544e-005
4.481999999999688e-001	4.482000e-001	4.972499e-005
4.482999999999688e-001	4.483000e-001	4.983478e-005
4.483999999999688e-001	4.484000e-001	4.994481e-005
4.484999999999688e-001	4.485000e-001	5.005508e-005
4.485999999999688e-001	4.486000e-001	5.016560e-005
4.486999999999687e-001	4.487000e-001	5.027636e-005
4.487999999999687e-001	4.488000e-001	5.038737e-005
4.488999999999687e-001	4.489000e-001	5.049862e-005
4.489999999999687e-001	4.490000e-001	5.061011e-005
4.490999999999687e-001	4.491000e-001	5.072185e-005
4.491999999999687e-001	4.492000e-001	5.083384e-005
4.492999999999687e-001	4.493000e-001	5.094608e-005
4.493999999999687e-001	4.494000e-001	5.105856e-005
4.494999999999687e-001	4.495000e-001	5.117129e-005
4.495999999999686e-001	4.496000e-001	5.128427e-005
4.496999999999686e-001	4.497000e-001	5.139750e-005
4.497999999999686e-001	4.498000e-001	5.151098e-005
4.498999999999686e-001	4.499000e-001	5.162471e-005
4.499999999999686e-001	4.500000e-001	5.173869e-005
4.500999999999686e-001	4.501000e-001	5.185292e-005
4.501999999999686e-001	4.502000e-001	5.196741e-005
4.502999999999686e-001	4.503000e-001	5.208214e-005
4.503999999999686e-001	4.504000e-001	5.219713e-005
4.504999999999685e-001	4.505000e-001	5.231238e-005
4.505999999999685e-001	4.506000e-001	5.242788e-005
4.506999999999685e-001	4.507000e-001	5.254363e-005
4.507999999999685e-001	4.508000e-001	5.265964e-005
4.508999999999685e-001	4.509000e-001	5.277590e-005
4.509999999999685e-001	4.510000e-001	5.289242e-005
4.510999999999685e-001	4.511000e-001	5.300920e-005
4.511999999999685e-001	4.512000e-001	5.312623e-005
4.512999999999685e-001	4.513000e-001	5.324353e-005
4.513999999999684e-001	4.514000e-001	5.336108e-005
4.514999999999684e-001	4.515000e-001	5.347889e-005
4.515999999999684e-001	4.516000e-001	5.359696e-005
4.516999999999684e-001	4.517000e-001	5.371529e-005
4.517999999999684e-001	4.518000e-001	5.383389e-005
4.518999999999684e-001	4.519000e-001	5.395274e-005
4.519999999999684e-001	4.520000e-001	5.407186e-005
4.520999999999684e-001	4.521000e-001	5.419124e-005
4.521999999999684e-001	4.522000e-001	5.431088e-005
4.522999999999683e-001	4.523000e-001	5.443079e-005
4.523999999999683e-001	4.524000e-001	5.455096e-005
4.524999999999683e-001	4.525000e-001	5.467140e-005
4.525999999999683e-001	4.526000e-001	5.479210e-005
4.526999999999683e-001	4.527000e-001	5.491307e-005
4.527999999999683e-001	4.528000e-001	5.503430e-005
4.528999999999683e-001	4.529000e-001	5.515580e-005
4.529999999999683e-001	4.530000e-001	5.527757e-005
4.530999999999683e-001	4.531000e-001	5.539961e-005
4.531999999999682e-001	4.532000e-001	5.552192e-005
4.532999999999682e-001	4.533000e-001	5.564450e-005
4.533999999999682e-001	4.534000e-001	5.576735e-005
4.534999999999682e-001	4.535000e-001	5.589047e-005
4.535999999999682e-001	4.536000e-001	5.601387e-005
4.536999999999682e-001	4.537000e-001	5.613753e-005
4.537999999999682e-001	4.538000e-001	5.626147e-005
4.538999999999682e-001	4.539000e-001	5.638567e-005
4.539999999999682e-001	4.540000e-001	5.651016e-005
4.540999999999681e-001	4.541000e-001	5.663492e-005
4.541999999999681e-001	4.542000e-001	5.675995e-005
4.542999999999681e-001	4.543000e-001	5.688526e-005
4.543999999999681e-001	4.544000e-001	5.701085e-005
4.544999999999681e-001	4.545000e-001	5.713671e-005
4.545999999999681e-001	4.546000e-001	5.726285e-005
4.546999999999681e-001	4.547000e-001	5.738927e-005
4.547999999999681e-001	4.548000e-001	5.751597e-005
4.548999999999681e-001	4.549000e-001	5.764295e-005
4.549999999999680e-001	4.550000e-001	5.777020e-005
4.550999999999680e-001	4.551000e-001	5.789774e-005
4.551999999999680e-001	4.552000e-001	5.802556e-005
4.552999999999680e-001	4.553000e-001	5.815367e-005
4.553999999999680e-001	4.554000e-001	5.828205e-005
4.554999999999680e-001	4.555000e-001	5.841072e-005
4.555999999999680e-001	4.556000e-001	5.853967e-005
4.556999999999680e-001	4.557000e-001	5.866891e-005
4.557999999999680e-001	4.558000e-001	5.879843e-005
4.558999999999679e-001	4.559000e-001	5.892823e-005
4.559999999999679e-001	4.560000e-001	5.905833e-005
4.560999999999679e-001	4.561000e-001	5.918870e-005
4.561999999999679e-001	4.562000e-001	5.931937e-005
4.562999999999679e-001	4.563000e-001	5.945033e-005
4.563999999999679e-001	4.564000e-001	5.958157e-005
4.564999999999679e-001	4.565000e-001	5.971311e-005
4.565999999999679e-001	4.566000e-001	5.984493e-005
4.566999999999679e-001	4.567000e-001	5.997705e-005
4.567999999999678e-001	4.568000e-001	6.010945e-005
4.568999999999678e-001	4.569000e-001	6.024215e-005
4.569999999999678e-001	4.570000e-001	6.037514e-005
4.570999999999678e-001	4.571000e-001	6.050843e-005
4.571999999999678e-001	4.572000e-001	6.064201e-005
4.572999999999678e-001	4.573000e-001	6.077588e-005
4.573999999999678e-001	4.574000e-001	6.091005e-005
4.574999999999678e-001	4.575000e-001	6.104451e-005
4.575999999999678e-001	4.576000e-001	6.117928e-005
4.576999999999677e-001	4.577000e-001	6.131433e-005
4.577999999999677e-001	4.578000e-001	6.144969e-005
4.578999999999677e-001	4.579000e-001	6.158534e-005
4.579999999999677e-001	4.580000e-001	6.172130e-005
4.580999999999677e-001	4.581000e-001	6.185755e-005
4.581999999999677e-001	4.582000e-001	6.199411e-005
4.582999999999677e-001	4.583000e-001	6.213097e-005
4.583999999999677e-001	4.584000e-001	6.226813e-005
4.584999999999677e-001	4.585000e-001	6.240558e-005
4.585999999999676e-001	4.586000e-001	6.254335e-005
4.586999999999676e-001	4.587000e-001	6.268141e-005
4.587999999999676e-001	4.588000e-001	6.281979e-005
4.588999999999676e-001	4.589000e-001	6.295846e-005
4.589999999999676e-001	4.590000e-001	6.309745e-005
4.590999999999676e-001	4.591000e-001	6.323674e-005
4.591999999999676e-001	4.592000e-001	6.337633e-005
4.592999999999676e-001	4.593000e-001	6.351624e-005
4.593999999999676e-001	4.594000e-001	6.365645e-005
4.594999999999676e-001	4.595000e-001	6.379697e-005
4.595999999999675e-001	4.596000e-001	6.393780e-005
4.596999999999675e-001	4.597000e-001	6.407894e-005
4.597999999999675e-001	4.598000e-001	6.422040e-005
4.598999999999675e-001	4.599000e-001	6.436217e-005
4.599999999999675e-001	4.600000e-001	6.450425e-005
4.600999999999675e-001	4.601000e-001	6.464664e-005
4.601999999999675e-001	4.602000e-001	6.478935e-005
4.602999999999675e-001	4.603000e-001	6.493237e-005
4.603999999999675e-001	4.604000e-001	6.507571e-005
4.604999999999674e-001	4.605000e-001	6.521936e-005
4.605999999999674e-001	4.606000e-001	6.536333e-005
4.606999999999674e-001	4.607000e-001	6.550761e-005
4.607999999999674e-001	4.608000e-001	6.565222e-005
4.608999999999674e-001	4.609000e-001	6.579715e-005
4.609999999999674e-001	4.610000e-001	6.594239e-005
4.610999999999674e-001	4.611000e-001	6.608795e-005
4.611999999999674e-001	4.612000e-001	6.623384e-005
4.612999999999674e-001	4.613000e-001	6.638005e-005
4.613999999999673e-001	4.614000e-001	6.652658e-005
4.614999999999673e-001	4.615000e-001	6.667343e-005
4.615999999999673e-001	4.616000e-001	6.682060e-005
4.616999999999673e-001	4.617000e-001	6.696810e-005
4.617999999999673e-001	4.618000e-001	6.711593e-005
4.618999999999673e-001	4.619000e-001	6.726408e-005
4.619999999999673e-001	4.620000e-001	6.741256e-005
4.620999999999673e-001	4.621000e-001	6.756137e-005
4.621999999999673e-001	4.622000e-001	6.771051e-005
4.622999999999672e-001	4.623000e-001	6.785997e-005
4.623999999999672e-001	4.624000e-001	6.800977e-005
4.624999999999672e-001	4.625000e-001	6.815989e-005
4.625999999999672e-001	4.626000e-001	6.831034e-005
4.626999999999672e-001	4.627000e-001	6.846113e-005
4.627999999999672e-001	4.628000e-001	6.861225e-005
4.628999999999672e-001	4.629000e-001	6.876370e-005
4.629999999999672e-001	4.630000e-001	6.891549e-005
4.630999999999672e-001	4.631000e-001	6.906761e-005
4.631999999999671e-001	4.632000e-001	6.922006e-005
4.632999999999671e-001	4.633000e-001	6.937286e-005
4.633999999999671e-001	4.634000e-001	6.952599e-005
4.634999999999671e-001	4.635000e-001	6.967946e-005
4.635999999999671e-001	4.636000e-001	6.983327e-005
4.636999999999671e-001	4.637000e-001	6.998741e-005
4.637999999999671e-001	4.638000e-001	7.014190e-005
4.638999999999671e-001	4.639000e-001	7.029672e-005
4.639999999999671e-001	4.640000e-001	7.045189e-005
4.640999999999670e-001	4.641000e-001	7.060740e-005
4.641999999999670e-001	4.642000e-001	7.076325e-005
4.642999999999670e-001	4.643000e-001	7.091945e-005
4.643999999999670e-001	4.644000e-001	7.107599e-005
4.644999999999670e-001	4.645000e-001	7.123288e-005
4.645999999999670e-001	4.646000e-001	7.139010e-005
4.646999999999670e-001	4.647000e-001	7.154769e-005
