v1	V(n001)	I(D1)
1.397000000000027e-001	1.397000e-001	5.246707e-008
1.398000000000027e-001	1.398000e-001	5.258855e-008
1.399000000000027e-001	1.399000e-001	5.271029e-008
1.400000000000027e-001	1.400000e-001	5.283231e-008
1.401000000000027e-001	1.401000e-001	5.295459e-008
1.402000000000027e-001	1.402000e-001	5.307715e-008
1.403000000000027e-001	1.403000e-001	5.319997e-008
1.404000000000027e-001	1.404000e-001	5.332307e-008
1.405000000000027e-001	1.405000e-001	5.344643e-008
1.406000000000026e-001	1.406000e-001	5.357008e-008
1.407000000000026e-001	1.407000e-001	5.369399e-008
1.408000000000026e-001	1.408000e-001	5.381818e-008
1.409000000000026e-001	1.409000e-001	5.394264e-008
1.410000000000026e-001	1.410000e-001	5.406737e-008
1.411000000000026e-001	1.411000e-001	5.419239e-008
1.412000000000026e-001	1.412000e-001	5.431767e-008
1.413000000000026e-001	1.413000e-001	5.444324e-008
1.414000000000026e-001	1.414000e-001	5.456908e-008
1.415000000000025e-001	1.415000e-001	5.469520e-008
1.416000000000025e-001	1.416000e-001	5.482160e-008
1.417000000000025e-001	1.417000e-001	5.494828e-008
1.418000000000025e-001	1.418000e-001	5.507524e-008
1.419000000000025e-001	1.419000e-001	5.520248e-008
1.420000000000025e-001	1.420000e-001	5.532999e-008
1.421000000000025e-001	1.421000e-001	5.545780e-008
1.422000000000025e-001	1.422000e-001	5.558588e-008
1.423000000000025e-001	1.423000e-001	5.571425e-008
1.424000000000024e-001	1.424000e-001	5.584290e-008
1.425000000000024e-001	1.425000e-001	5.597183e-008
1.426000000000024e-001	1.426000e-001	5.610105e-008
1.427000000000024e-001	1.427000e-001	5.623056e-008
1.428000000000024e-001	1.428000e-001	5.636035e-008
1.429000000000024e-001	1.429000e-001	5.649042e-008
1.430000000000024e-001	1.430000e-001	5.662079e-008
1.431000000000024e-001	1.431000e-001	5.675144e-008
1.432000000000024e-001	1.432000e-001	5.688239e-008
1.433000000000023e-001	1.433000e-001	5.701362e-008
1.434000000000023e-001	1.434000e-001	5.714514e-008
1.435000000000023e-001	1.435000e-001	5.727695e-008
1.436000000000023e-001	1.436000e-001	5.740905e-008
1.437000000000023e-001	1.437000e-001	5.754145e-008
1.438000000000023e-001	1.438000e-001	5.767413e-008
1.439000000000023e-001	1.439000e-001	5.780711e-008
1.440000000000023e-001	1.440000e-001	5.794039e-008
1.441000000000023e-001	1.441000e-001	5.807395e-008
1.442000000000022e-001	1.442000e-001	5.820782e-008
1.443000000000022e-001	1.443000e-001	5.834198e-008
1.444000000000022e-001	1.444000e-001	5.847643e-008
1.445000000000022e-001	1.445000e-001	5.861119e-008
1.446000000000022e-001	1.446000e-001	5.874623e-008
1.447000000000022e-001	1.447000e-001	5.888159e-008
1.448000000000022e-001	1.448000e-001	5.901723e-008
1.449000000000022e-001	1.449000e-001	5.915318e-008
1.450000000000022e-001	1.450000e-001	5.928943e-008
1.451000000000021e-001	1.451000e-001	5.942598e-008
1.452000000000021e-001	1.452000e-001	5.956283e-008
1.453000000000021e-001	1.453000e-001	5.969998e-008
1.454000000000021e-001	1.454000e-001	5.983743e-008
1.455000000000021e-001	1.455000e-001	5.997519e-008
1.456000000000021e-001	1.456000e-001	6.011326e-008
1.457000000000021e-001	1.457000e-001	6.025162e-008
1.458000000000021e-001	1.458000e-001	6.039030e-008
1.459000000000021e-001	1.459000e-001	6.052928e-008
1.460000000000020e-001	1.460000e-001	6.066857e-008
1.461000000000020e-001	1.461000e-001	6.080816e-008
1.462000000000020e-001	1.462000e-001	6.094807e-008
1.463000000000020e-001	1.463000e-001	6.108828e-008
1.464000000000020e-001	1.464000e-001	6.122880e-008
1.465000000000020e-001	1.465000e-001	6.136963e-008
1.466000000000020e-001	1.466000e-001	6.151078e-008
1.467000000000020e-001	1.467000e-001	6.165224e-008
1.468000000000020e-001	1.468000e-001	6.179400e-008
1.469000000000020e-001	1.469000e-001	6.193608e-008
1.470000000000019e-001	1.470000e-001	6.207848e-008
1.471000000000019e-001	1.471000e-001	6.222119e-008
1.472000000000019e-001	1.472000e-001	6.236422e-008
1.473000000000019e-001	1.473000e-001	6.250756e-008
1.474000000000019e-001	1.474000e-001	6.265122e-008
1.475000000000019e-001	1.475000e-001	6.279519e-008
1.476000000000019e-001	1.476000e-001	6.293948e-008
1.477000000000019e-001	1.477000e-001	6.308409e-008
1.478000000000019e-001	1.478000e-001	6.322903e-008
1.479000000000018e-001	1.479000e-001	6.337428e-008
1.480000000000018e-001	1.480000e-001	6.351986e-008
1.481000000000018e-001	1.481000e-001	6.366574e-008
1.482000000000018e-001	1.482000e-001	6.381197e-008
1.483000000000018e-001	1.483000e-001	6.395850e-008
1.484000000000018e-001	1.484000e-001	6.410536e-008
1.485000000000018e-001	1.485000e-001	6.425255e-008
1.486000000000018e-001	1.486000e-001	6.440007e-008
1.487000000000018e-001	1.487000e-001	6.454790e-008
1.488000000000017e-001	1.488000e-001	6.469607e-008
1.489000000000017e-001	1.489000e-001	6.484456e-008
1.490000000000017e-001	1.490000e-001	6.499339e-008
1.491000000000017e-001	1.491000e-001	6.514254e-008
1.492000000000017e-001	1.492000e-001	6.529201e-008
1.493000000000017e-001	1.493000e-001	6.544182e-008
1.494000000000017e-001	1.494000e-001	6.559196e-008
1.495000000000017e-001	1.495000e-001	6.574244e-008
1.496000000000017e-001	1.496000e-001	6.589324e-008
1.497000000000016e-001	1.497000e-001	6.604438e-008
1.498000000000016e-001	1.498000e-001	6.619585e-008
1.499000000000016e-001	1.499000e-001	6.634766e-008
1.500000000000016e-001	1.500000e-001	6.649980e-008
1.501000000000016e-001	1.501000e-001	6.665228e-008
1.502000000000016e-001	1.502000e-001	6.680509e-008
1.503000000000016e-001	1.503000e-001	6.695824e-008
1.504000000000016e-001	1.504000e-001	6.711173e-008
1.505000000000016e-001	1.505000e-001	6.726556e-008
1.506000000000015e-001	1.506000e-001	6.741973e-008
1.507000000000015e-001	1.507000e-001	6.757424e-008
1.508000000000015e-001	1.508000e-001	6.772910e-008
1.509000000000015e-001	1.509000e-001	6.788429e-008
1.510000000000015e-001	1.510000e-001	6.803982e-008
1.511000000000015e-001	1.511000e-001	6.819570e-008
1.512000000000015e-001	1.512000e-001	6.835193e-008
1.513000000000015e-001	1.513000e-001	6.850850e-008
1.514000000000015e-001	1.514000e-001	6.866541e-008
1.515000000000014e-001	1.515000e-001	6.882267e-008
1.516000000000014e-001	1.516000e-001	6.898028e-008
1.517000000000014e-001	1.517000e-001	6.913824e-008
1.518000000000014e-001	1.518000e-001	6.929655e-008
1.519000000000014e-001	1.519000e-001	6.945520e-008
1.520000000000014e-001	1.520000e-001	6.961421e-008
1.521000000000014e-001	1.521000e-001	6.977357e-008
1.522000000000014e-001	1.522000e-001	6.993328e-008
1.523000000000014e-001	1.523000e-001	7.009334e-008
1.524000000000013e-001	1.524000e-001	7.025375e-008
1.525000000000013e-001	1.525000e-001	7.041453e-008
1.526000000000013e-001	1.526000e-001	7.057565e-008
1.527000000000013e-001	1.527000e-001	7.073714e-008
1.528000000000013e-001	1.528000e-001	7.089898e-008
1.529000000000013e-001	1.529000e-001	7.106117e-008
1.530000000000013e-001	1.530000e-001	7.122372e-008
1.531000000000013e-001	1.531000e-001	7.138664e-008
1.532000000000013e-001	1.532000e-001	7.154991e-008
1.533000000000012e-001	1.533000e-001	7.171354e-008
1.534000000000012e-001	1.534000e-001	7.187754e-008
1.535000000000012e-001	1.535000e-001	7.204190e-008
1.536000000000012e-001	1.536000e-001	7.220662e-008
1.537000000000012e-001	1.537000e-001	7.237171e-008
1.538000000000012e-001	1.538000e-001	7.253715e-008
1.539000000000012e-001	1.539000e-001	7.270297e-008
1.540000000000012e-001	1.540000e-001	7.286916e-008
1.541000000000012e-001	1.541000e-001	7.303570e-008
1.542000000000011e-001	1.542000e-001	7.320262e-008
1.543000000000011e-001	1.543000e-001	7.336990e-008
1.544000000000011e-001	1.544000e-001	7.353756e-008
1.545000000000011e-001	1.545000e-001	7.370559e-008
1.546000000000011e-001	1.546000e-001	7.387398e-008
1.547000000000011e-001	1.547000e-001	7.404275e-008
1.548000000000011e-001	1.548000e-001	7.421189e-008
1.549000000000011e-001	1.549000e-001	7.438140e-008
1.550000000000011e-001	1.550000e-001	7.455129e-008
1.551000000000010e-001	1.551000e-001	7.472156e-008
1.552000000000010e-001	1.552000e-001	7.489220e-008
1.553000000000010e-001	1.553000e-001	7.506322e-008
1.554000000000010e-001	1.554000e-001	7.523462e-008
1.555000000000010e-001	1.555000e-001	7.540639e-008
1.556000000000010e-001	1.556000e-001	7.557854e-008
1.557000000000010e-001	1.557000e-001	7.575107e-008
1.558000000000010e-001	1.558000e-001	7.592399e-008
1.559000000000010e-001	1.559000e-001	7.609729e-008
1.560000000000009e-001	1.560000e-001	7.627097e-008
1.561000000000009e-001	1.561000e-001	7.644503e-008
1.562000000000009e-001	1.562000e-001	7.661949e-008
1.563000000000009e-001	1.563000e-001	7.679431e-008
1.564000000000009e-001	1.564000e-001	7.696953e-008
1.565000000000009e-001	1.565000e-001	7.714515e-008
1.566000000000009e-001	1.566000e-001	7.732114e-008
1.567000000000009e-001	1.567000e-001	7.749752e-008
1.568000000000009e-001	1.568000e-001	7.767430e-008
1.569000000000008e-001	1.569000e-001	7.785146e-008
1.570000000000008e-001	1.570000e-001	7.802902e-008
1.571000000000008e-001	1.571000e-001	7.820697e-008
1.572000000000008e-001	1.572000e-001	7.838531e-008
1.573000000000008e-001	1.573000e-001	7.856404e-008
1.574000000000008e-001	1.574000e-001	7.874317e-008
1.575000000000008e-001	1.575000e-001	7.892270e-008
1.576000000000008e-001	1.576000e-001	7.910262e-008
1.577000000000008e-001	1.577000e-001	7.928294e-008
1.578000000000008e-001	1.578000e-001	7.946365e-008
1.579000000000007e-001	1.579000e-001	7.964477e-008
1.580000000000007e-001	1.580000e-001	7.982629e-008
1.581000000000007e-001	1.581000e-001	8.000821e-008
1.582000000000007e-001	1.582000e-001	8.019053e-008
1.583000000000007e-001	1.583000e-001	8.037325e-008
1.584000000000007e-001	1.584000e-001	8.055638e-008
1.585000000000007e-001	1.585000e-001	8.073991e-008
1.586000000000007e-001	1.586000e-001	8.092385e-008
1.587000000000007e-001	1.587000e-001	8.110819e-008
1.588000000000006e-001	1.588000e-001	8.129294e-008
1.589000000000006e-001	1.589000e-001	8.147810e-008
1.590000000000006e-001	1.590000e-001	8.166366e-008
1.591000000000006e-001	1.591000e-001	8.184964e-008
1.592000000000006e-001	1.592000e-001	8.203603e-008
1.593000000000006e-001	1.593000e-001	8.222283e-008
1.594000000000006e-001	1.594000e-001	8.241005e-008
1.595000000000006e-001	1.595000e-001	8.259767e-008
1.596000000000006e-001	1.596000e-001	8.278571e-008
1.597000000000005e-001	1.597000e-001	8.297417e-008
1.598000000000005e-001	1.598000e-001	8.316304e-008
1.599000000000005e-001	1.599000e-001	8.335233e-008
1.600000000000005e-001	1.600000e-001	8.354204e-008
1.601000000000005e-001	1.601000e-001	8.373217e-008
1.602000000000005e-001	1.602000e-001	8.392271e-008
1.603000000000005e-001	1.603000e-001	8.411368e-008
1.604000000000005e-001	1.604000e-001	8.430507e-008
1.605000000000005e-001	1.605000e-001	8.449688e-008
1.606000000000004e-001	1.606000e-001	8.468912e-008
1.607000000000004e-001	1.607000e-001	8.488178e-008
1.608000000000004e-001	1.608000e-001	8.507487e-008
1.609000000000004e-001	1.609000e-001	8.526838e-008
1.610000000000004e-001	1.610000e-001	8.546233e-008
1.611000000000004e-001	1.611000e-001	8.565669e-008
1.612000000000004e-001	1.612000e-001	8.585149e-008
1.613000000000004e-001	1.613000e-001	8.604672e-008
1.614000000000004e-001	1.614000e-001	8.624238e-008
1.615000000000003e-001	1.615000e-001	8.643848e-008
1.616000000000003e-001	1.616000e-001	8.663500e-008
1.617000000000003e-001	1.617000e-001	8.683196e-008
1.618000000000003e-001	1.618000e-001	8.702936e-008
1.619000000000003e-001	1.619000e-001	8.722719e-008
1.620000000000003e-001	1.620000e-001	8.742546e-008
1.621000000000003e-001	1.621000e-001	8.762416e-008
1.622000000000003e-001	1.622000e-001	8.782330e-008
1.623000000000003e-001	1.623000e-001	8.802289e-008
1.624000000000002e-001	1.624000e-001	8.822292e-008
1.625000000000002e-001	1.625000e-001	8.842338e-008
1.626000000000002e-001	1.626000e-001	8.862430e-008
1.627000000000002e-001	1.627000e-001	8.882565e-008
1.628000000000002e-001	1.628000e-001	8.902745e-008
1.629000000000002e-001	1.629000e-001	8.922969e-008
1.630000000000002e-001	1.630000e-001	8.943239e-008
1.631000000000002e-001	1.631000e-001	8.963553e-008
1.632000000000002e-001	1.632000e-001	8.983912e-008
1.633000000000001e-001	1.633000e-001	9.004316e-008
1.634000000000001e-001	1.634000e-001	9.024765e-008
1.635000000000001e-001	1.635000e-001	9.045259e-008
1.636000000000001e-001	1.636000e-001	9.065798e-008
1.637000000000001e-001	1.637000e-001	9.086383e-008
1.638000000000001e-001	1.638000e-001	9.107013e-008
1.639000000000001e-001	1.639000e-001	9.127689e-008
1.640000000000001e-001	1.640000e-001	9.148410e-008
1.641000000000001e-001	1.641000e-001	9.169177e-008
1.642000000000000e-001	1.642000e-001	9.189991e-008
1.643000000000000e-001	1.643000e-001	9.210850e-008
1.644000000000000e-001	1.644000e-001	9.231755e-008
1.645000000000000e-001	1.645000e-001	9.252706e-008
1.646000000000000e-001	1.646000e-001	9.273704e-008
1.647000000000000e-001	1.647000e-001	9.294748e-008
1.648000000000000e-001	1.648000e-001	9.315838e-008
1.649000000000000e-001	1.649000e-001	9.336976e-008
1.650000000000000e-001	1.650000e-001	9.358160e-008
1.650999999999999e-001	1.651000e-001	9.379390e-008
1.651999999999999e-001	1.652000e-001	9.400668e-008
1.652999999999999e-001	1.653000e-001	9.421992e-008
1.653999999999999e-001	1.654000e-001	9.443364e-008
1.654999999999999e-001	1.655000e-001	9.464783e-008
1.655999999999999e-001	1.656000e-001	9.486249e-008
1.656999999999999e-001	1.657000e-001	9.507762e-008
1.657999999999999e-001	1.658000e-001	9.529324e-008
1.658999999999999e-001	1.659000e-001	9.550933e-008
1.659999999999998e-001	1.660000e-001	9.572589e-008
1.660999999999998e-001	1.661000e-001	9.594294e-008
1.661999999999998e-001	1.662000e-001	9.616046e-008
1.662999999999998e-001	1.663000e-001	9.637846e-008
1.663999999999998e-001	1.664000e-001	9.659695e-008
1.664999999999998e-001	1.665000e-001	9.681592e-008
1.665999999999998e-001	1.666000e-001	9.703537e-008
1.666999999999998e-001	1.667000e-001	9.725530e-008
1.667999999999998e-001	1.668000e-001	9.747573e-008
1.668999999999997e-001	1.669000e-001	9.769663e-008
1.669999999999997e-001	1.670000e-001	9.791803e-008
1.670999999999997e-001	1.671000e-001	9.813991e-008
1.671999999999997e-001	1.672000e-001	9.836229e-008
1.672999999999997e-001	1.673000e-001	9.858516e-008
1.673999999999997e-001	1.674000e-001	9.880852e-008
1.674999999999997e-001	1.675000e-001	9.903238e-008
1.675999999999997e-001	1.676000e-001	9.925672e-008
1.676999999999997e-001	1.677000e-001	9.948157e-008
1.677999999999996e-001	1.678000e-001	9.970691e-008
1.678999999999996e-001	1.679000e-001	9.993275e-008
1.679999999999996e-001	1.680000e-001	1.001591e-007
1.680999999999996e-001	1.681000e-001	1.003859e-007
1.681999999999996e-001	1.682000e-001	1.006133e-007
1.682999999999996e-001	1.683000e-001	1.008411e-007
1.683999999999996e-001	1.684000e-001	1.010694e-007
1.684999999999996e-001	1.685000e-001	1.012983e-007
1.685999999999996e-001	1.686000e-001	1.015276e-007
1.686999999999995e-001	1.687000e-001	1.017575e-007
1.687999999999995e-001	1.688000e-001	1.019879e-007
1.688999999999995e-001	1.689000e-001	1.022187e-007
1.689999999999995e-001	1.690000e-001	1.024501e-007
1.690999999999995e-001	1.691000e-001	1.026820e-007
1.691999999999995e-001	1.692000e-001	1.029144e-007
1.692999999999995e-001	1.693000e-001	1.031474e-007
1.693999999999995e-001	1.694000e-001	1.033808e-007
1.694999999999995e-001	1.695000e-001	1.036148e-007
1.695999999999995e-001	1.696000e-001	1.038492e-007
1.696999999999994e-001	1.697000e-001	1.040842e-007
1.697999999999994e-001	1.698000e-001	1.043197e-007
1.698999999999994e-001	1.699000e-001	1.045558e-007
1.699999999999994e-001	1.700000e-001	1.047923e-007
1.700999999999994e-001	1.701000e-001	1.050294e-007
1.701999999999994e-001	1.702000e-001	1.052670e-007
1.702999999999994e-001	1.703000e-001	1.055051e-007
1.703999999999994e-001	1.704000e-001	1.057438e-007
1.704999999999994e-001	1.705000e-001	1.059829e-007
1.705999999999993e-001	1.706000e-001	1.062226e-007
1.706999999999993e-001	1.707000e-001	1.064629e-007
1.707999999999993e-001	1.708000e-001	1.067036e-007
1.708999999999993e-001	1.709000e-001	1.069449e-007
1.709999999999993e-001	1.710000e-001	1.071868e-007
1.710999999999993e-001	1.711000e-001	1.074291e-007
1.711999999999993e-001	1.712000e-001	1.076720e-007
1.712999999999993e-001	1.713000e-001	1.079154e-007
1.713999999999993e-001	1.714000e-001	1.081594e-007
1.714999999999992e-001	1.715000e-001	1.084039e-007
1.715999999999992e-001	1.716000e-001	1.086490e-007
1.716999999999992e-001	1.717000e-001	1.088946e-007
1.717999999999992e-001	1.718000e-001	1.091407e-007
1.718999999999992e-001	1.719000e-001	1.093874e-007
1.719999999999992e-001	1.720000e-001	1.096346e-007
1.720999999999992e-001	1.721000e-001	1.098824e-007
1.721999999999992e-001	1.722000e-001	1.101307e-007
1.722999999999992e-001	1.723000e-001	1.103796e-007
1.723999999999991e-001	1.724000e-001	1.106290e-007
1.724999999999991e-001	1.725000e-001	1.108790e-007
1.725999999999991e-001	1.726000e-001	1.111295e-007
1.726999999999991e-001	1.727000e-001	1.113805e-007
1.727999999999991e-001	1.728000e-001	1.116322e-007
1.728999999999991e-001	1.729000e-001	1.118844e-007
1.729999999999991e-001	1.730000e-001	1.121371e-007
1.730999999999991e-001	1.731000e-001	1.123904e-007
1.731999999999991e-001	1.732000e-001	1.126443e-007
1.732999999999990e-001	1.733000e-001	1.128987e-007
1.733999999999990e-001	1.734000e-001	1.131537e-007
1.734999999999990e-001	1.735000e-001	1.134092e-007
1.735999999999990e-001	1.736000e-001	1.136653e-007
1.736999999999990e-001	1.737000e-001	1.139220e-007
1.737999999999990e-001	1.738000e-001	1.141792e-007
1.738999999999990e-001	1.739000e-001	1.144370e-007
1.739999999999990e-001	1.740000e-001	1.146954e-007
1.740999999999990e-001	1.741000e-001	1.149544e-007
1.741999999999989e-001	1.742000e-001	1.152139e-007
1.742999999999989e-001	1.743000e-001	1.154740e-007
1.743999999999989e-001	1.744000e-001	1.157347e-007
1.744999999999989e-001	1.745000e-001	1.159959e-007
1.745999999999989e-001	1.746000e-001	1.162577e-007
1.746999999999989e-001	1.747000e-001	1.165201e-007
1.747999999999989e-001	1.748000e-001	1.167831e-007
1.748999999999989e-001	1.749000e-001	1.170467e-007
1.749999999999989e-001	1.750000e-001	1.173108e-007
1.750999999999988e-001	1.751000e-001	1.175755e-007
1.751999999999988e-001	1.752000e-001	1.178409e-007
1.752999999999988e-001	1.753000e-001	1.181068e-007
1.753999999999988e-001	1.754000e-001	1.183733e-007
1.754999999999988e-001	1.755000e-001	1.186403e-007
1.755999999999988e-001	1.756000e-001	1.189080e-007
1.756999999999988e-001	1.757000e-001	1.191762e-007
1.757999999999988e-001	1.758000e-001	1.194451e-007
1.758999999999988e-001	1.759000e-001	1.197145e-007
1.759999999999987e-001	1.760000e-001	1.199846e-007
1.760999999999987e-001	1.761000e-001	1.202552e-007
1.761999999999987e-001	1.762000e-001	1.205265e-007
1.762999999999987e-001	1.763000e-001	1.207983e-007
1.763999999999987e-001	1.764000e-001	1.210707e-007
1.764999999999987e-001	1.765000e-001	1.213437e-007
1.765999999999987e-001	1.766000e-001	1.216174e-007
1.766999999999987e-001	1.767000e-001	1.218916e-007
1.767999999999987e-001	1.768000e-001	1.221665e-007
1.768999999999986e-001	1.769000e-001	1.224419e-007
1.769999999999986e-001	1.770000e-001	1.227180e-007
1.770999999999986e-001	1.771000e-001	1.229947e-007
1.771999999999986e-001	1.772000e-001	1.232720e-007
1.772999999999986e-001	1.773000e-001	1.235499e-007
1.773999999999986e-001	1.774000e-001	1.238284e-007
1.774999999999986e-001	1.775000e-001	1.241075e-007
1.775999999999986e-001	1.776000e-001	1.243872e-007
1.776999999999986e-001	1.777000e-001	1.246676e-007
1.777999999999985e-001	1.778000e-001	1.249486e-007
1.778999999999985e-001	1.779000e-001	1.252302e-007
1.779999999999985e-001	1.780000e-001	1.255124e-007
1.780999999999985e-001	1.781000e-001	1.257953e-007
1.781999999999985e-001	1.782000e-001	1.260787e-007
1.782999999999985e-001	1.783000e-001	1.263628e-007
1.783999999999985e-001	1.784000e-001	1.266475e-007
1.784999999999985e-001	1.785000e-001	1.269329e-007
1.785999999999985e-001	1.786000e-001	1.272189e-007
1.786999999999984e-001	1.787000e-001	1.275055e-007
1.787999999999984e-001	1.788000e-001	1.277928e-007
1.788999999999984e-001	1.789000e-001	1.280806e-007
1.789999999999984e-001	1.790000e-001	1.283692e-007
1.790999999999984e-001	1.791000e-001	1.286583e-007
1.791999999999984e-001	1.792000e-001	1.289481e-007
1.792999999999984e-001	1.793000e-001	1.292386e-007
1.793999999999984e-001	1.794000e-001	1.295296e-007
1.794999999999984e-001	1.795000e-001	1.298214e-007
1.795999999999983e-001	1.796000e-001	1.301137e-007
1.796999999999983e-001	1.797000e-001	1.304067e-007
1.797999999999983e-001	1.798000e-001	1.307004e-007
1.798999999999983e-001	1.799000e-001	1.309947e-007
1.799999999999983e-001	1.800000e-001	1.312897e-007
1.800999999999983e-001	1.801000e-001	1.315853e-007
1.801999999999983e-001	1.802000e-001	1.318815e-007
1.802999999999983e-001	1.803000e-001	1.321785e-007
1.803999999999983e-001	1.804000e-001	1.324760e-007
1.804999999999983e-001	1.805000e-001	1.327743e-007
1.805999999999982e-001	1.806000e-001	1.330732e-007
1.806999999999982e-001	1.807000e-001	1.333727e-007
1.807999999999982e-001	1.808000e-001	1.336729e-007
1.808999999999982e-001	1.809000e-001	1.339738e-007
1.809999999999982e-001	1.810000e-001	1.342753e-007
1.810999999999982e-001	1.811000e-001	1.345775e-007
1.811999999999982e-001	1.812000e-001	1.348804e-007
1.812999999999982e-001	1.813000e-001	1.351840e-007
1.813999999999982e-001	1.814000e-001	1.354882e-007
1.814999999999981e-001	1.815000e-001	1.357931e-007
1.815999999999981e-001	1.816000e-001	1.360986e-007
1.816999999999981e-001	1.817000e-001	1.364049e-007
1.817999999999981e-001	1.818000e-001	1.367118e-007
1.818999999999981e-001	1.819000e-001	1.370194e-007
1.819999999999981e-001	1.820000e-001	1.373276e-007
1.820999999999981e-001	1.821000e-001	1.376366e-007
1.821999999999981e-001	1.822000e-001	1.379462e-007
1.822999999999981e-001	1.823000e-001	1.382565e-007
1.823999999999980e-001	1.824000e-001	1.385675e-007
1.824999999999980e-001	1.825000e-001	1.388792e-007
1.825999999999980e-001	1.826000e-001	1.391916e-007
1.826999999999980e-001	1.827000e-001	1.395046e-007
1.827999999999980e-001	1.828000e-001	1.398184e-007
1.828999999999980e-001	1.829000e-001	1.401329e-007
1.829999999999980e-001	1.830000e-001	1.404480e-007
1.830999999999980e-001	1.831000e-001	1.407638e-007
1.831999999999980e-001	1.832000e-001	1.410804e-007
1.832999999999979e-001	1.833000e-001	1.413976e-007
1.833999999999979e-001	1.834000e-001	1.417156e-007
1.834999999999979e-001	1.835000e-001	1.420342e-007
1.835999999999979e-001	1.836000e-001	1.423536e-007
1.836999999999979e-001	1.837000e-001	1.426736e-007
1.837999999999979e-001	1.838000e-001	1.429944e-007
1.838999999999979e-001	1.839000e-001	1.433158e-007
1.839999999999979e-001	1.840000e-001	1.436380e-007
1.840999999999979e-001	1.841000e-001	1.439609e-007
1.841999999999978e-001	1.842000e-001	1.442845e-007
1.842999999999978e-001	1.843000e-001	1.446088e-007
1.843999999999978e-001	1.844000e-001	1.449339e-007
1.844999999999978e-001	1.845000e-001	1.452596e-007
1.845999999999978e-001	1.846000e-001	1.455861e-007
1.846999999999978e-001	1.847000e-001	1.459133e-007
1.847999999999978e-001	1.848000e-001	1.462412e-007
1.848999999999978e-001	1.849000e-001	1.465698e-007
1.849999999999978e-001	1.850000e-001	1.468992e-007
1.850999999999977e-001	1.851000e-001	1.472293e-007
1.851999999999977e-001	1.852000e-001	1.475601e-007
1.852999999999977e-001	1.853000e-001	1.478917e-007
1.853999999999977e-001	1.854000e-001	1.482240e-007
1.854999999999977e-001	1.855000e-001	1.485570e-007
1.855999999999977e-001	1.856000e-001	1.488907e-007
1.856999999999977e-001	1.857000e-001	1.492252e-007
1.857999999999977e-001	1.858000e-001	1.495605e-007
1.858999999999977e-001	1.859000e-001	1.498965e-007
1.859999999999976e-001	1.860000e-001	1.502332e-007
1.860999999999976e-001	1.861000e-001	1.505706e-007
1.861999999999976e-001	1.862000e-001	1.509088e-007
1.862999999999976e-001	1.863000e-001	1.512478e-007
1.863999999999976e-001	1.864000e-001	1.515875e-007
1.864999999999976e-001	1.865000e-001	1.519279e-007
1.865999999999976e-001	1.866000e-001	1.522692e-007
1.866999999999976e-001	1.867000e-001	1.526111e-007
1.867999999999976e-001	1.868000e-001	1.529538e-007
1.868999999999975e-001	1.869000e-001	1.532973e-007
1.869999999999975e-001	1.870000e-001	1.536415e-007
1.870999999999975e-001	1.871000e-001	1.539865e-007
1.871999999999975e-001	1.872000e-001	1.543323e-007
1.872999999999975e-001	1.873000e-001	1.546788e-007
1.873999999999975e-001	1.874000e-001	1.550261e-007
1.874999999999975e-001	1.875000e-001	1.553741e-007
1.875999999999975e-001	1.876000e-001	1.557229e-007
1.876999999999975e-001	1.877000e-001	1.560725e-007
1.877999999999974e-001	1.878000e-001	1.564229e-007
1.878999999999974e-001	1.879000e-001	1.567740e-007
1.879999999999974e-001	1.880000e-001	1.571259e-007
1.880999999999974e-001	1.881000e-001	1.574786e-007
1.881999999999974e-001	1.882000e-001	1.578321e-007
1.882999999999974e-001	1.883000e-001	1.581863e-007
1.883999999999974e-001	1.884000e-001	1.585414e-007
1.884999999999974e-001	1.885000e-001	1.588972e-007
1.885999999999974e-001	1.886000e-001	1.592538e-007
1.886999999999973e-001	1.887000e-001	1.596111e-007
1.887999999999973e-001	1.888000e-001	1.599693e-007
1.888999999999973e-001	1.889000e-001	1.603283e-007
1.889999999999973e-001	1.890000e-001	1.606881e-007
1.890999999999973e-001	1.891000e-001	1.610486e-007
1.891999999999973e-001	1.892000e-001	1.614100e-007
1.892999999999973e-001	1.893000e-001	1.617721e-007
1.893999999999973e-001	1.894000e-001	1.621351e-007
1.894999999999973e-001	1.895000e-001	1.624988e-007
1.895999999999972e-001	1.896000e-001	1.628634e-007
1.896999999999972e-001	1.897000e-001	1.632287e-007
1.897999999999972e-001	1.898000e-001	1.635949e-007
1.898999999999972e-001	1.899000e-001	1.639619e-007
1.899999999999972e-001	1.900000e-001	1.643297e-007
1.900999999999972e-001	1.901000e-001	1.646983e-007
1.901999999999972e-001	1.902000e-001	1.650677e-007
1.902999999999972e-001	1.903000e-001	1.654379e-007
1.903999999999972e-001	1.904000e-001	1.658090e-007
1.904999999999971e-001	1.905000e-001	1.661809e-007
1.905999999999971e-001	1.906000e-001	1.665535e-007
1.906999999999971e-001	1.907000e-001	1.669271e-007
1.907999999999971e-001	1.908000e-001	1.673014e-007
1.908999999999971e-001	1.909000e-001	1.676766e-007
1.909999999999971e-001	1.910000e-001	1.680526e-007
1.910999999999971e-001	1.911000e-001	1.684294e-007
1.911999999999971e-001	1.912000e-001	1.688070e-007
1.912999999999971e-001	1.913000e-001	1.691855e-007
